wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
6,5,0,28,50,9,2,27,3,0.95,251,0,0,0.924528302,0.55,4,8,40.16666667,2,0.8333,0
2,3,0,9,9,1,1,8,2,2,57,0,0,0.875,0.666666667,1,1,27.5,4,2,0
3,2,0,9,33,1,0,9,2,1,200,0.166666667,0,0.944444444,0.75,0,0,63.66666667,7,2.3333,0
2,4,0,116,18,1,102,14,2,2,97,0,0,0.944444444,0.625,1,1,47.5,5,2.5,0
2,1,0,4,6,1,0,4,0,1,21,1,0,0,1,0,0,8,0,0,0
5,7,0,12,17,4,0,12,1,0.916666667,68,0,0,0.892857143,0.666666667,2,4,12,1,0.6,0
2,3,0,16,31,1,1,15,2,2,136,1,0,0.96,0.666666667,0,0,66.5,1,0.5,0
4,4,0,16,29,4,3,13,3,1,113,0,0,0.978723404,0.555555556,3,12,26.5,1,0.5,0
5,1,0,10,26,8,3,7,3,0.875,293,0.5,0,0,0.5,0,0,57.2,4,2.4,0
5,6,0,23,27,4,1,22,1,0.916666667,105,0,0,0.884615385,0.666666667,2,3,19.4,1,0.6,0
3,1,0,12,20,1,2,10,1,0.75,76,0.5,0,0,0.5,0,0,23.66666667,1,0.3333,0
5,5,0,4,9,10,3,1,5,1.25,28,0,0,0.962962963,0.65,1,1,4.4,1,0.2,0
4,6,0,11,13,4,2,9,1,1,43,0,0,0.923076923,0.555555556,2,2,9,1,0.5,0
2,3,0,6,10,1,1,5,2,2,25,0,0,0.9375,0.666666667,0,0,11.5,1,0.5,0
2,3,0,14,13,1,2,12,2,2,48,0,0,0.875,0.625,1,1,23,3,1.5,0
5,5,0,17,16,4,5,12,1,0.916666667,63,0,0,0.88,0.666666667,2,3,11,1,0.6,0
2,2,0,23,29,1,1,22,2,1,123,0,0,0.8,0.666666667,0,0,60,1,0.5,0
2,2,0,3,3,1,0,3,1,2,6,0,0,0.9,0.666666667,1,1,2,1,0.5,0
3,4,0,7,9,3,1,6,2,2,63,0,0,0.8,0.5,1,2,20,8,3,0
2,3,0,16,13,1,4,12,2,2,64,0,0,0.875,0.583333333,1,1,31,1,0.5,0
6,3,2,19,36,15,2,17,4,0.76,205,0,0,0.864864865,0.4,0,0,32.33333333,6,2,0
2,2,0,7,7,1,1,6,2,2,19,0,0,0.928571429,0.666666667,0,0,8.5,1,0.5,0
5,7,0,19,20,4,1,18,1,0.916666667,84,0,0,0.888888889,0.666666667,2,3,15.2,1,0.6,0
6,5,0,16,22,13,1,15,1,1,70,0,0,0.846153846,0.6,2,7,10.16666667,1,0.6667,0
2,3,0,9,7,1,1,8,2,2,27,0,0,0.875,0.625,1,1,12.5,1,0.5,0
4,5,0,13,20,4,1,12,3,1,75,0,0,0.960784314,0.555555556,4,9,17,1,0.5,0
24,4,0,55,126,274,1,54,3,0.934782609,1690,0,0,0.425,0.158333333,1,1,69.33333333,9,2.2917,0
2,3,0,13,8,1,2,11,2,2,28,0,0,0.875,0.625,1,1,13,2,1,0
2,3,0,13,17,1,1,12,2,2,65,0,0,0.875,0.6,1,1,31.5,4,2,0
5,4,0,13,16,10,1,12,1,1.25,52,1,0,0.878787879,0.55,2,3,9.2,4,1.4,0
2,3,0,7,6,1,0,7,2,2,19,0,0,0.875,0.625,1,1,8.5,1,0.5,0
2,3,0,16,16,1,1,15,2,2,55,0,0,0.875,0.6,1,1,26.5,4,2,1
5,6,0,16,17,4,2,14,1,0.916666667,61,0,0,0.888888889,0.666666667,2,3,10.6,1,0.6,0
2,3,0,23,22,1,1,22,2,2,102,0,0,0.875,0.625,1,1,50,1,0.5,0
5,7,0,29,25,4,6,23,1,0.916666667,89,0,0,0.892857143,0.666666667,2,3,16.2,1,0.6,0
2,4,0,24,31,1,1,23,2,2,213,0,0,0.944444444,0.625,1,2,105.5,1,0.5,0
3,3,0,5,15,1,0,5,2,0.75,61,0.5,0,0.941176471,0.666666667,1,1,18.66666667,1,0.3333,0
2,3,0,4,4,1,0,4,2,2,12,0,0,0.875,0.666666667,1,1,5,1,0.5,0
2,3,0,19,17,1,1,18,2,2,80,0,0,0.875,0.625,2,2,39,1,0.5,0
2,3,0,8,7,1,1,7,2,2,21,0,0,0.875,0.625,1,1,9.5,1,0.5,0
7,1,0,24,39,9,6,18,5,0.611111111,203,0.333333333,0,0,0.416666667,0,0,27.57142857,3,1.1429,0
3,3,0,9,18,1,2,7,2,0.75,67,0.5,0,0.875,0.666666667,1,1,20.66666667,1,0.3333,0
5,6,0,18,20,4,1,17,1,0.916666667,75,0,0,0.884615385,0.666666667,2,3,13.4,1,0.6,0
4,4,0,14,23,4,1,13,3,1,90,0,0,0.978723404,0.555555556,3,7,20.75,1,0.5,0
36,1,0,11,97,288,4,7,33,0.996059113,479,0.896551724,0,0,0.216666667,0,0,11.5,10,1.4167,0
8,4,0,18,23,22,2,16,2,0.952380952,91,0,0,0.769230769,0.4,2,6,10,1,0.75,1
2,1,0,13,15,1,0,13,0,1,66,1,0,0,1,0,0,26,0,0,0
5,4,0,16,45,8,0,16,3,1,306,0.333333333,0,0.916666667,0.5,1,1,59,10,2.4,0
2,1,0,18,20,1,0,18,0,1,91,1,0,0,1,0,0,36,0,0,0
2,1,0,55,57,1,0,55,0,1,276,1,0,0,1,0,0,110,0,0,0
5,6,0,14,22,4,1,13,1,0.916666667,80,0,0,0.884615385,0.666666667,2,3,14.4,1,0.6,0
5,7,0,22,25,4,1,21,1,0.916666667,87,0,0,0.892857143,0.666666667,2,3,15.8,1,0.6,0
2,7,16,19,4,1,16,3,1,2,9,0,0,0.961538462,0.666666667,1,1,3.5,1,0.5,0
4,4,0,10,18,4,1,9,3,1,87,0,0,0.978723404,0.555555556,3,9,20,1,0.5,0
4,5,0,29,41,4,1,28,3,1,165,0,0,0.960784314,0.555555556,4,8,39.5,1,0.5,0
2,3,0,14,10,1,3,11,2,2,29,0,0,0.875,0.625,1,1,13.5,3,1.5,0
5,4,0,20,31,4,3,17,4,0.916666667,168,0,0,0.968421053,0.666666667,3,11,32,1,0.6,0
4,4,0,15,28,4,2,13,3,1,122,0,0,0.978723404,0.555555556,3,11,28.75,1,0.5,0
4,4,0,12,23,4,1,11,3,1,140,0,0,0.978723404,0.555555556,3,9,33.25,1,0.5,0
5,4,0,16,29,4,3,13,4,0.916666667,194,0,0,0.968421053,0.666666667,3,10,37.2,1,0.6,0
4,1,0,3,6,0,2,1,4,0.333333333,27,1,0,0,0.625,0,0,5.25,1,0.75,0
62,1,0,609,254,1799,537,74,60,0.99369483,2299,0.461538462,0,0,0.062009979,0,0,35.87096774,12,3.129,1
3,4,0,37,56,3,1,36,2,2,599,0,0,0.894736842,0.466666667,2,3,198.6666667,3,1.3333,0
2,3,0,28,35,1,1,27,2,2,191,0,0,0.875,0.625,1,1,94.5,1,0.5,0
2,3,0,7,7,1,0,7,2,2,19,0,0,0.947368421,0.666666667,0,0,8.5,1,0.5,0
5,4,0,23,54,8,2,21,3,1,342,0,0,0.968421053,0.375,3,6,66.8,1,0.6,0
5,4,0,18,50,8,0,18,3,0.7,259,0.2,0,0.927272727,0.4,1,1,49.8,1,0.8,0
4,4,0,20,26,4,1,19,3,1,94,0,0,0.96969697,0.555555556,3,4,21.75,1,0.5,0
5,4,0,18,15,10,1,17,1,2,51,0,0,0.878787879,0.55,2,3,9.2,1,0.8,0
4,6,0,8,13,4,0,8,1,1,43,0,0,0.92,0.555555556,2,2,9,1,0.5,0
2,2,0,7,17,1,1,6,2,2,111,0,0,0.962962963,0.666666667,1,2,54.5,8,4,0
2,1,0,4,6,1,0,4,0,1,21,1,0,0,1,0,0,8,0,0,0
2,4,0,22,17,1,1,21,2,2,62,0,0,0.944444444,0.625,2,2,30,1,0.5,0
3,3,0,14,26,1,1,13,2,0.5,253,1,0,0.875,0.625,2,2,82.66666667,1,0.3333,0
6,6,0,18,19,3,5,13,1,0.866666667,73,0,0,0.851851852,0.733333333,2,3,10.66666667,1,0.6667,0
9,1,0,3,9,36,2,1,9,1.125,11,0,0,0,0.555555556,0,0,0,1,1,0
5,2,0,27,67,2,0,27,3,0.916666667,440,0.222222222,1,0.85,0.5625,1,1,85.2,14,3.2,0
2,1,0,1,16,1,0,1,1,2,226,0,0,0,0.5,0,0,112,1,0.5,0
5,8,0,18,20,4,1,17,1,0.916666667,75,0,0,0.896551724,0.666666667,2,3,13.4,1,0.6,0
5,4,0,15,18,10,1,14,1,1,64,0,0,0.882352941,0.371428571,1,2,11.6,2,1,0
5,6,0,14,17,4,1,13,1,0.916666667,62,0,0,0.884615385,0.666666667,2,3,10.8,1,0.6,0
2,3,0,10,6,1,2,8,2,2,35,0,0,0.875,0.625,1,1,16.5,3,1.5,0
3,4,0,25,24,1,1,24,2,0.5,172,0,0,0.944444444,0.625,2,2,56,1,0.3333,1
7,4,0,16,47,15,6,10,5,0.944444444,247,0,0,0.948453608,0.583333333,3,11,33.85714286,1,0.7143,0
5,7,0,16,18,4,1,15,1,0.916666667,64,0,0,0.888888889,0.666666667,2,3,11.2,1,0.6,0
2,6,92,96,4,1,92,4,2,2,9,0,0,0.958333333,0.666666667,1,1,3.5,1,0.5,0
2,1,0,5,7,1,0,5,0,1,26,1,0,0,1,0,0,10,0,0,0
2,3,0,10,13,1,1,9,2,2,48,0,0,0.875,0.625,1,1,23,3,1.5,0
2,3,0,16,17,1,1,15,2,2,67,0,0,0.875,0.6,1,1,32.5,1,0.5,0
5,4,0,16,32,10,1,15,1,2,119,0,0,0.878787879,0.55,2,3,22.8,1,0.8,0
5,4,0,16,15,10,7,9,1,2,48,0,0,0.878787879,0.55,2,3,8.6,4,1.4,0
2,3,0,14,12,1,2,12,2,2,119,0,0,0.875,0.625,1,1,58.5,7,3.5,0
2,3,0,13,16,1,2,11,2,2,65,0,0,0.875,0.625,1,1,31.5,5,2.5,0
3,2,0,7,7,3,2,5,1,2,26,0,0,0.857142857,0.583333333,1,1,7.666666667,1,0.6667,0
6,6,0,16,23,3,1,15,1,0.866666667,93,0,0,0.851851852,0.733333333,2,3,14,1,0.6667,0
5,6,0,13,17,4,1,12,1,0.916666667,58,0,0,0.884615385,0.666666667,2,3,10,2,0.8,0
5,4,3,8,12,10,3,5,2,1,39,0,0,0.857142857,0.666666667,2,5,6.4,1,0.6,0
5,6,0,16,19,4,1,15,1,0.916666667,79,0,0,0.884615385,0.666666667,2,3,14.2,1,0.6,0
2,1,0,5,7,1,0,5,0,1,26,1,0,0,1,0,0,10,0,0,0
3,3,0,6,6,1,0,6,2,1,32,0.5,0,0.875,0.625,1,1,9,2,0.6667,0
4,5,0,15,13,4,6,9,1,1,43,0,0,0.916666667,0.555555556,2,2,9,1,0.5,0
5,7,0,12,17,4,0,12,1,0.916666667,68,0,0,0.892857143,0.666666667,2,4,12,1,0.6,0
2,3,0,11,8,1,3,8,2,2,23,0,0,0.875,0.625,1,1,10.5,2,1,0
2,3,0,10,8,1,1,9,2,2,28,0,0,0.875,0.625,1,1,13,2,1,0
4,7,0,9,13,4,1,8,1,1,43,0,0,0.923076923,0.555555556,2,2,9,1,0.5,0
2,2,0,17,18,1,1,16,2,2,67,0,0,0.8,0.666666667,0,0,32.5,1,0.5,0
2,3,0,10,7,1,3,7,2,2,25,0,0,0.875,0.625,1,1,11.5,2,1,0
4,2,0,30,63,4,0,30,2,0.787878788,603,0.181818182,0,0.894736842,0.555555556,0,0,147,10,2.75,0
2,1,0,7,9,1,0,7,0,1,36,1,0,0,1,0,0,14,0,0,0
6,6,0,19,22,3,2,17,1,0.866666667,85,0,0,0.851851852,0.733333333,2,3,12.66666667,1,0.6667,0
2,3,0,27,16,1,6,21,2,2,61,0,0,0.875,0.625,1,1,29.5,5,2.5,0
2,1,0,2,4,1,0,2,0,1,11,1,0,0,1,0,0,4,0,0,0
4,5,0,10,13,4,1,9,1,1,43,0,0,0.916666667,0.555555556,2,2,9,1,0.5,0
2,3,0,8,6,1,2,6,2,2,28,0,0,0.875,0.666666667,1,1,13,2,1,0
11,3,5,21,71,33,5,16,7,0.8,589,0.333333333,0,0.826923077,0.314285714,2,3,52.27272727,16,4.2727,1
2,3,0,7,10,1,1,6,2,2,38,0,0,0.875,0.625,1,1,18,3,1.5,0
5,5,0,11,14,8,3,8,1,1,46,0,0,0.875,0.5,3,5,7.6,1,0.6,0
7,3,6,17,28,0,6,11,5,0.722222222,186,0,0,0.895833333,0.722222222,2,3,25.14285714,2,0.8571,0
2,3,0,14,14,1,2,12,2,2,44,0,0,0.875,0.625,1,1,21,3,1.5,0
2,1,0,8,10,1,0,8,0,1,41,1,0,0,1,0,0,16,0,0,0
4,2,0,30,66,4,0,30,2,0.820512821,680,0.230769231,0,0.894736842,0.555555556,0,0,165.75,11,3,0
5,7,0,17,19,4,1,16,1,0.916666667,75,0,0,0.888888889,0.666666667,2,3,13.4,1,0.6,0
5,7,0,16,18,4,1,15,1,0.916666667,64,0,0,0.888888889,0.666666667,2,3,11.2,1,0.6,0
2,3,0,13,8,1,4,9,2,2,25,0,0,0.875,0.625,1,1,11.5,1,0.5,0
5,6,0,23,23,4,4,19,1,0.916666667,86,0,0,0.884615385,0.666666667,2,3,15.6,1,0.6,0
128,1,0,5,133,8116,0,5,128,0.984251969,395,1,0,0,0.120659722,0,0,2.0703125,1,0.9922,0
2,1,0,4,6,1,0,4,0,1,21,1,0,0,1,0,0,8,0,0,0
2,3,0,16,29,1,0,16,2,1,160,0,0,0.875,0.666666667,2,2,77.5,11,5.5,0
5,1,0,14,42,0,1,13,1,0.65,224,0.6,0,0,0.25,0,0,42.8,10,3,0
4,4,0,11,14,6,1,10,3,1.111111111,47,0,0,0.96969697,0.555555556,3,3,10,1,0.5,0
18,3,2,54,124,21,2,52,3,0.75,1145,0.5,0,0.304347826,0.25,2,2,62.38888889,20,6.3889,0
2,1,0,34,36,1,0,34,0,1,171,1,0,0,1,0,0,68,0,0,0
2,2,0,12,16,1,1,11,2,2,61,0,0,0.8,0.666666667,0,0,29.5,1,0.5,0
4,4,0,17,61,4,1,16,3,1,384,0,0,0.96969697,0.555555556,3,5,94.25,1,0.5,1
2,3,0,13,20,1,1,12,2,2,85,0,0,0.875,0.666666667,2,2,41.5,9,4.5,0
6,4,0,28,69,3,3,25,5,0.866666667,351,0,0,0.941176471,0.733333333,3,5,57,1,0.6667,0
2,3,0,15,16,1,4,11,2,2,65,0,0,0.875,0.583333333,2,2,31.5,1,0.5,0
9,4,3,23,59,10,3,20,5,0.933333333,795,0.266666667,0,0.860465116,0.3125,0,0,85.66666667,39,5.4444,0
2,3,0,12,14,1,1,11,2,2,51,0,0,0.875,0.625,1,1,24.5,4,2,0
4,7,0,10,13,4,1,9,1,1,43,0,0,0.923076923,0.555555556,2,2,9,1,0.5,0
5,5,0,17,17,4,4,13,1,0.916666667,60,0,0,0.88,0.666666667,2,3,10.4,1,0.6,0
2,7,29,32,4,1,29,3,1,2,9,0,0,0.961538462,0.666666667,1,1,3.5,1,0.5,0
4,5,0,2,9,6,0,2,2,1.111111111,32,0,0,0.970149254,1,4,7,6.25,1,0.5,0
4,5,0,11,13,4,2,9,1,1,43,0,0,0.916666667,0.555555556,2,2,9,1,0.5,0
5,6,0,22,22,4,3,19,1,0.916666667,85,0,0,0.884615385,0.666666667,2,3,15.4,1,0.6,0
3,3,0,14,17,1,2,12,2,0.75,64,0.5,0,0.875,0.625,1,1,19.66666667,3,1,0
6,1,0,6,9,15,0,6,6,2,37,0,0,0,0.5,0,0,5.166666667,1,0.8333,0
4,2,0,15,40,4,0,15,2,0.933333333,230,0.2,0,0.894736842,0.5,2,2,55.25,6,1.75,0
2,3,0,16,13,1,4,12,2,2,64,0,0,0.875,0.583333333,1,1,31,1,0.5,0
5,1,0,8,15,8,1,7,2,1.15,101,1,0,0,0.4,0,0,18.2,2,1,0
3,3,0,24,12,1,13,11,2,0.5,45,1,0,0.875,0.625,1,1,13.66666667,4,1.3333,0
2,3,0,10,7,1,3,7,2,2,28,0,0,0.875,0.625,1,1,13,2,1,0
2,3,0,11,9,1,3,8,2,2,32,0,0,0.875,0.625,1,1,15,4,2,0
4,4,0,6,11,4,1,5,3,1,37,0,0,0.967213115,0.555555556,3,5,7.5,1,0.5,0
4,4,0,18,31,4,1,17,3,1,135,0,0,0.962264151,0.555555556,3,5,32,1,0.5,0
56,1,0,4,67,1336,4,0,56,0.950909091,556,1,0,0,0.535714286,0,0,8.571428571,22,1.3571,0
5,6,0,20,22,4,1,19,1,0.916666667,85,0,0,0.884615385,0.666666667,2,3,15.4,1,0.6,0
5,7,0,23,25,4,1,22,1,0.916666667,96,0,0,0.892857143,0.666666667,2,3,17.6,1,0.6,0
4,4,0,10,15,4,1,9,3,1,64,0,0,0.966666667,0.555555556,3,6,14.25,1,0.5,0
2,3,0,18,14,1,3,15,2,2,55,0,0,0.875,0.625,1,1,26.5,1,0.5,0
2,1,0,4,6,1,0,4,0,1,21,1,0,0,1,0,0,8,0,0,0
4,7,0,10,13,4,1,9,1,1,43,0,0,0.925925926,0.555555556,2,2,9,1,0.5,0
7,4,0,18,32,19,0,18,1,0.966666667,243,0.2,0,0.891304348,0.5,2,4,33,2,0.8571,0
14,4,0,50,109,91,11,39,3,2,1159,0,0,0.566666667,0.228571429,1,3,81.78571429,3,1.6429,1
2,3,0,19,15,1,2,17,2,2,62,0,0,0.875,0.625,1,1,30,1,0.5,0
7,5,0,26,29,15,1,25,1,0.944444444,125,0,0,0.807692308,0.611111111,2,5,16.42857143,1,0.7143,0
2,1,0,53,55,1,0,53,0,1,266,1,0,0,1,0,0,106,0,0,0
2,3,0,25,23,1,2,23,2,2,105,0,0,0.875,0.625,1,1,51.5,10,5,0
2,3,0,7,6,1,1,6,2,2,18,0,0,0.875,0.625,1,1,8,1,0.5,0
2,3,0,11,6,1,2,9,2,2,24,0,0,0.875,0.625,1,1,11,2,1,0
6,3,0,28,53,9,1,27,2,0.866666667,294,0.666666667,0,0.636363636,0.5,1,1,47.5,5,1.6667,0
2,4,0,42,46,1,1,41,2,2,356,0,0,0.944444444,0.625,1,1,177,1,0.5,0
2,3,0,6,6,1,1,5,2,2,26,0,0,0.875,0.666666667,1,1,12,2,1,0
6,6,0,12,17,3,3,9,1,0.866666667,67,0,0,0.851851852,0.733333333,2,3,9.666666667,1,0.6667,0
7,8,0,31,30,9,7,24,2,0.888888889,117,0,0,0.838709677,0.722222222,2,3,15.28571429,1,0.7143,0
15,3,1,29,94,0,1,28,3,0.795918367,933,0.571428571,0,0.803278689,0.404761905,1,1,60.26666667,2,1,0
6,6,0,19,24,3,2,17,1,0.866666667,94,0,0,0.851851852,0.733333333,2,3,14.16666667,1,0.6667,0
2,3,0,11,19,1,1,10,2,2,69,0,0,0.875,0.666666667,1,1,33.5,5,2.5,0
4,5,0,14,13,4,5,9,1,1,43,0,0,0.916666667,0.555555556,2,2,9,1,0.5,0
12,2,0,41,121,46,1,40,2,0.929292929,542,0.555555556,0,0.655172414,0.212121212,2,7,43.41666667,9,2.25,0
5,7,0,14,17,4,2,12,1,0.916666667,68,0,0,0.892857143,0.666666667,2,4,12,1,0.6,0
2,3,0,8,8,1,2,6,2,2,54,0,0,0.857142857,0.666666667,1,1,26,4,2,0
4,4,0,10,15,4,1,9,3,1,64,0,0,0.966666667,0.555555556,3,6,14.25,1,0.5,0
3,5,0,5,5,3,1,4,2,2,15,0,0,0.923076923,0.555555556,1,2,4,1,0.6667,0
3,1,0,6,35,1,0,6,2,0.75,211,0.5,0,0,0.75,0,0,68.66666667,4,1.3333,0
53,1,0,85,238,1366,28,57,46,0.992788462,3108,0.666666667,0,0,0.131993007,0,0,57.18867925,14,2.9245,0
2,3,0,16,13,1,4,12,2,2,64,0,0,0.875,0.583333333,1,1,31,1,0.5,0
3,1,0,21,36,1,0,21,2,0.833333333,511,0.333333333,0,0,0.625,0,0,168.3333333,30,10,0
4,7,0,9,13,4,1,8,1,1,43,0,0,0.923076923,0.555555556,2,2,9,1,0.5,0
5,5,0,15,17,4,1,14,1,0.916666667,61,0,0,0.88,0.666666667,2,3,10.6,1,0.6,0
2,3,0,12,22,1,1,11,2,2,86,0,0,0.857142857,0.666666667,1,1,42,7,3.5,0
0,1,0,55,0,0,55,0,0,2,301,0,0,0,0,0,0,0,0,0,0
4,5,0,2,9,6,0,2,2,1.111111111,32,0,0,0.964912281,1,4,6,6.25,1,0.5,0
6,1,0,20,17,13,13,7,4,0.9,70,0.5,0,0,0.45,0,0,10.33333333,1,0.6667,0
3,4,0,2,8,3,0,2,2,1.166666667,29,0,0,0.97826087,1,3,4,7.666666667,1,0.3333,0
2,3,0,1,3,1,0,1,1,2,7,0,0,0.96,1,1,1,2.5,1,0.5,0
2,1,0,60,62,1,0,60,0,1,301,1,0,0,1,0,0,120,0,0,0
2,3,0,14,7,1,1,13,2,2,27,0,0,0.857142857,0.6,1,1,12.5,1,0.5,1
5,5,0,23,33,8,4,19,4,1,116,0,0,0.942307692,0.5,4,11,21.6,1,0.6,0
2,3,0,5,7,1,0,5,2,2,20,0,0,0.875,0.666666667,1,1,9,1,0.5,0
4,2,84,96,17,6,84,12,3,1,58,0,0,0.666666667,0.6,0,0,13,1,0.5,0
3,4,0,10,11,1,3,7,2,0.5,84,1,0,0.909090909,0.625,2,2,26.33333333,1,0.3333,0
6,6,0,19,23,3,4,15,1,0.866666667,92,0,0,0.851851852,0.733333333,2,3,13.83333333,1,0.6667,0
5,6,0,23,30,4,1,22,1,0.916666667,124,0,0,0.888888889,0.666666667,2,3,23.2,1,0.6,0
5,7,0,20,22,4,1,19,1,0.916666667,88,0,0,0.888888889,0.666666667,2,3,16,1,0.6,0
2,3,0,9,18,1,1,8,2,2,56,0,0,0.875,0.666666667,1,1,27,7,3.5,0
5,7,0,23,25,4,1,22,1,0.916666667,107,0,0,0.892857143,0.666666667,2,3,19.8,1,0.6,0
6,4,0,29,43,3,2,27,5,0.866666667,431,0,0,0.941176471,0.733333333,3,6,70.33333333,1,0.6667,0
2,3,0,16,13,1,8,8,2,2,51,0,0,0.875,0.625,1,1,24.5,4,2,0
2,1,0,11,13,1,0,11,0,1,56,1,0,0,1,0,0,22,0,0,0
2,3,0,11,13,1,3,8,2,2,51,0,0,0.875,0.625,1,1,24.5,4,2,0
4,5,0,10,13,4,1,9,1,1,43,0,0,0.916666667,0.555555556,2,2,9,1,0.5,0
2,3,0,7,6,1,1,6,2,2,19,0,0,0.875,0.666666667,1,1,8.5,1,0.5,0
2,2,0,7,3,1,6,1,0,1,13,0,1,1,1,0,0,5,0,0,0
7,8,0,29,33,9,2,27,2,0.888888889,140,0,0,0.838709677,0.722222222,2,3,18.57142857,1,0.7143,0
5,6,0,18,22,4,2,16,1,0.916666667,111,0,0,0.884615385,0.666666667,2,3,20.6,1,0.6,0
5,6,0,13,16,4,1,12,1,0.916666667,57,0,0,0.884615385,0.666666667,2,3,9.8,1,0.6,0
4,5,0,15,13,4,6,9,1,1,43,0,0,0.916666667,0.555555556,2,2,9,1,0.5,0
11,4,0,33,78,0,4,29,10,0.8,486,0.25,0,0.780487805,0.866666667,3,3,42.81818182,1,0.8182,1
2,3,0,11,6,1,2,9,2,2,22,0,0,0.875,0.625,1,1,10,1,0.5,0
2,3,0,3,5,1,0,3,2,2,11,0,0,0.961538462,0.666666667,2,2,4.5,1,0.5,0
2,3,0,12,14,1,1,11,2,2,64,0,0,0.875,0.625,1,1,31,1,0.5,0
5,6,0,23,29,4,2,21,1,1.107142857,188,0,0,0.884615385,0.666666667,2,3,35.2,1,0.6,0
7,5,0,26,29,15,1,25,2,0.944444444,125,0,0,0.807692308,0.555555556,2,4,16.42857143,1,0.7143,0
2,3,0,14,10,1,3,11,2,2,44,0,0,0.875,0.625,1,1,20.5,2,1,0
1,2,0,5,2,0,1,4,1,2,46,0,0,1,1,1,1,45,0,0,0
5,6,0,23,33,4,1,22,1,0.916666667,128,0,0,0.888888889,0.666666667,2,3,24,1,0.6,0
4,5,0,17,30,4,1,16,3,1,115,0,0,0.960784314,0.555555556,4,9,27,1,0.5,0
1,1,0,3,1,0,2,1,1,2,1,0,0,0,1,0,0,0,1,1,0
1,1,0,4,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,0
2,4,0,34,23,1,7,27,2,2,209,0,0,0.944444444,0.625,2,2,103.5,1,0.5,0
5,6,0,17,19,4,1,16,1,0.916666667,71,0,0,0.884615385,0.666666667,2,3,12.6,1,0.6,0
4,6,0,10,13,4,1,9,1,1,43,0,0,0.92,0.555555556,2,2,9,1,0.5,0
5,3,0,32,58,10,2,30,2,2,615,0,0,0.636363636,0.64,1,1,122,14,3.8,1
3,3,0,5,15,1,0,5,2,1.2,67,0.8,0,0.941176471,0.666666667,1,1,19.66666667,1,0.3333,0
5,8,0,22,22,4,4,18,1,0.916666667,95,0,0,0.896551724,0.666666667,2,3,17.4,1,0.6,0
5,5,0,14,19,4,1,13,1,0.916666667,70,0,0,0.88,0.666666667,2,3,12.4,1,0.6,0
3,3,0,15,12,3,1,14,2,2,44,0,0,0.777777778,0.466666667,1,1,13.66666667,3,1.3333,0
2,3,0,8,11,1,0,8,2,2,72,0,0,0.875,0.666666667,1,1,35,5,2.5,0
2,3,0,11,11,1,1,10,2,2,77,0,0,0.875,0.666666667,1,1,37.5,7,3.5,0
6,4,0,13,15,15,5,8,1,2,53,0,0,0.861111111,0.75,1,2,7.833333333,2,1,0
5,7,0,17,19,4,1,16,1,0.916666667,75,0,0,0.888888889,0.666666667,2,3,13.4,1,0.6,0
2,3,0,13,19,1,1,12,2,2,94,0,0,0.875,0.625,1,1,46,6,3,0
5,6,0,19,21,4,1,18,1,0.916666667,79,0,0,0.884615385,0.666666667,2,3,14.2,1,0.6,0
6,6,0,19,22,3,2,17,1,0.866666667,85,0,0,0.851851852,0.733333333,2,3,12.66666667,1,0.6667,0
4,7,0,9,13,4,1,8,1,1,43,0,0,0.923076923,0.555555556,2,2,9,1,0.5,0
2,3,0,15,16,1,2,13,2,2,128,0,0,0.875,0.6,1,1,63,11,5.5,0
4,5,0,23,37,4,1,22,3,1,157,0,0,0.960784314,0.555555556,4,9,37.5,1,0.5,0
5,4,0,8,12,10,2,6,1,2,31,0,0,0.878787879,0.55,2,3,5.2,1,0.8,0
4,4,0,28,56,4,1,27,3,1,282,0,0,0.966666667,0.555555556,3,7,68.75,1,0.5,0
5,4,0,20,31,8,1,19,3,1,190,0,0,0.968421053,0.4375,3,9,36.4,5,1.4,0
3,3,0,14,12,1,1,13,2,0.75,51,0.5,0,0.875,0.666666667,0,0,15.33333333,1,0.3333,0
38,1,0,7,39,691,0,7,38,0.945945946,121,1,0,0,0.147368421,0,0,2.131578947,1,0.9737,0
2,3,0,14,15,1,0,14,2,2,76,0,0,0.875,0.6,1,1,37,1,0.5,0
17,1,0,16,49,110,0,16,4,0.93125,331,0.5,0,0,0.198863636,0,0,17.88235294,2,1.3529,0
14,1,0,41,57,71,22,19,12,0.788461538,459,0.25,0,0,0.307692308,0,0,31.5,9,2.8571,0
2,3,0,10,14,1,2,8,2,2,55,0,0,0.875,0.625,1,1,26.5,4,2,0
5,6,0,21,22,4,2,19,1,0.916666667,85,0,0,0.884615385,0.666666667,2,3,15.4,1,0.6,0
8,1,0,5,19,26,0,5,6,1.035714286,105,0.083333333,0,0,0.321428571,0,0,10.625,4,1.25,0
4,5,0,11,13,4,2,9,1,1,43,0,0,0.916666667,0.555555556,2,2,9,1,0.5,0
2,3,0,9,6,1,1,8,2,2,23,0,0,0.875,0.625,1,1,10.5,2,1,0
2,3,0,25,30,1,2,23,2,1,359,0,0,0.875,0.625,1,1,176.5,1,0.5,0
